Month,trip,Original trial,trial,Deterrent,Filename,Frame,Time (mins),Length (mm),Precision (mm),RMS (mm),Range (mm),Direction (deg),Horz. Dir. (deg),Vert. Dir. (deg),Mid X (mm),Mid Y (mm),Mid Z (mm),OpCode,TapeReader,Family,Genus,Species,Code,Number,Stage,Activity,Shark ID,Bait taken?,Comment,LOI,AT,Reaction
April,4,24,39,Control,Left24_20200413.MP4,13845,3.8497,1534.002,5.095,10.814,4446.752,4.454,3.411,50.135,150.658,-310.748,-4433.322,20210624,LHBHTH,Lamnidae,Carcharodon,carcharias,37010003,Bait,AD,Passing,Marlin,N,,M,D,N
April,4,24,39,Control,Left24_20200413.MP4,17321,4.8162,4737.355,8655.329,0.978,2850.478,11.456,89.243,11.876,-115.061,-554.315,-2793.693,20210624,LHBHTH,Lamnidae,Carcharodon,carcharias,37010003,Bait,AD,Passing,Marlin,N,Measured on the corner of mouth,M,D,N
April,4,24,39,Control,Left24_20200413.MP4,21013,5.8428,1995.66,22.978,16.104,5182.957,18.68,0.39,20.818,-1624.887,-339.539,-4909.939,20210624,LHBHTH,Lamnidae,Carcharodon,carcharias,37010003,Bait,AD,Passing,Old Tag,N,,M,D,N
April,4,25,40,Boat01,Left25_20200413.MP4,6328,1.7595,1653.834,25.657,9.095,4045.374,10.481,67.215,7.987,-594.198,-434.147,-3977.876,20210624,LHTH,Lamnidae,Carcharodon,carcharias,37010003,Bait,AD,Passing,Unknown,Y,,M,D,N
April,4,25,40,Boat01,Left25_20200413.MP4,8790,2.4441,2764.748,72.243,3.73,6791.712,13.321,73.694,14.095,-1552.324,197.723,-6608.974,20210624,LHTH,Lamnidae,Carcharodon,carcharias,37010003,Bait,AD,Passing,Marlin,Y,,M,D,N
April,4,25,40,Boat01,Left25_20200413.MP4,9414,2.6176,0,39.513,6.196,5170.431,19.262,75.926,6.221,-1625.14,-517.763,-4881.004,20210624,LHTH,Lamnidae,Carcharodon,carcharias,37010003,Bait,AD,Feeding,Marlin,Y,Touched bait line,H,D,N
April,4,25,40,Boat01,Left25_20200413.MP4,10911,3.0339,5399.582,80.339,42.333,6976.891,1.795,58.453,16.715,-59.302,210.395,-6973.466,20210624,LHTH,Lamnidae,Carcharodon,carcharias,37010003,Bait,AD,Passing,Marlin,Y,Odd movement - biting the surfac,L,S,N
April,4,25,40,Boat01,Left25_20200413.MP4,11916,3.3133,0,32.763,31.162,4936.955,12.712,72.579,28.731,-469.248,-979.856,-4815.934,20210624,LHTH,Lamnidae,Carcharodon,carcharias,37010003,Bait,AD,Feeding,Marlin,Y,Touched electrode with pectorial,H,D,N
April,4,26,41,Boat01,Left25_20200413.MP4,25290,7.032,2280.866,42.599,2.879,6536.608,7.163,41.977,25.29,-679.189,450.53,-6485.598,20210624,THLH,Lamnidae,Carcharodon,carcharias,37010003,Bait,AD,Passing,Marlin,Y,,M,D,N
April,4,26,41,Boat01,Left25_20200413.MP4,26268,7.304,1738.577,17.944,10.381,5058.624,8.55,23.675,1.81,-552.132,-510.717,-5002.399,20210624,THLH,Lamnidae,Carcharodon,carcharias,37010003,Bait,AD,Passing,Marlin,Y,,M,D,N
April,4,26,41,Boat01,Left25_20200413.MP4,27417,7.6234,1871.371,28.28,53.126,6149.474,4.25,35.606,38.513,-443.53,-104.955,-6132.561,20210624,THLH,Lamnidae,Carcharodon,carcharias,37010003,Bait,AD,Passing,Marlin,Y,,M,D,N
April,4,26,41,Boat01,Left25_20200413.MP4,31205,8.6767,3495.702,78.947,5.326,7113.403,13.863,85.878,25.7,-825.755,-1490.972,-6906.202,20210624,THLH,Lamnidae,Carcharodon,carcharias,37010003,Bait,AD,Passing,Unknown,Y,,M,V,N
April,4,26,41,Boat01,Left25_20200413.MP4,33199,9.2312,1866.713,21.775,14.679,5685.571,1.209,31.692,39.652,3.056,119.955,-5684.305,20210624,THLH,Lamnidae,Carcharodon,carcharias,37010003,Bait,AD,Passing,Marlin,Y,,M,S,N
April,4,26,41,Boat01,Left25_20200413.MP4,35681,9.9213,1269.482,35.014,9.918,6028.757,4.235,76.079,51.755,435.055,-94.483,-6012.297,20210624,THLH,Lamnidae,Carcharodon,carcharias,37010003,Bait,AD,Passing,Marlin,Y,,M,D,N
April,4,26,41,Boat01,Left25_20200413.MP4,36466,10.1396,0,47.518,10.732,5598.244,7.141,79.365,3.097,-143.604,680.944,-5554.82,20210624,THLH,Lamnidae,Carcharodon,carcharias,37010003,Bait,AD,Feeding,Marlin,Y,tried to bite bait line,H,S,N
April,4,26,41,Boat01,Left25_20200413.MP4,37272,10.3637,0,22.359,6.891,3824.476,10.786,87.738,4.347,-548.634,459.638,-3756.907,20210624,THLH,Lamnidae,Carcharodon,carcharias,37010003,Bait,AD,Feeding,Marlin,Y,Biting the bait float,H,S,N
April,4,27,42,Control,Left25_20200413_1.MP4,10663,14.9591,2078.224,30.938,11.264,5506.035,12.195,44.64,28.755,-917.262,-715.176,-5381.782,20210624,TH,Lamnidae,Carcharodon,carcharias,37010003,Bait,AD,Passing,Marlin,Y,,M,D,N
April,4,27,42,Control,Left25_20200413_1.MP4,20143,17.5951,0,3.797,2.513,3588.27,9.062,88.245,84.471,294.85,-482.132,-3543.487,20210624,TH,Lamnidae,Carcharodon,carcharias,37010003,Bait,AD,Feeding,Marlin,Y,Touched electrode & bait line,H,D,N
April,4,27,42,Control,Left25_20200413_1.MP4,25446,19.0696,2650.241,17.139,8.416,5185.24,12.992,22.939,37.062,937.203,-693.213,-5052.506,20210624,TH,Lamnidae,Carcharodon,carcharias,37010003,Bait,AD,Passing,Old Tag,Y,,M,D,N
April,4,27,42,Control,Left25_20200413_1.MP4,27534,19.6502,4200.325,90.46,4.603,6932.104,8.893,84.807,9.685,142.47,-1062.145,-6848.768,20210624,TH,Lamnidae,Carcharodon,carcharias,37010003,Bait,AD,Passing,Old Tag,Y,,M,D,N
April,4,27,42,Control,Left25_20200413_1.MP4,30225,20.3984,5591.906,109.486,4.036,7809.341,18.933,59.326,5.716,2388.029,-847.265,-7386.831,20210624,TH,Lamnidae,Carcharodon,carcharias,37010003,Bait,AD,Passing,Old Tag,Y,,M,D,N
April,4,27,42,Control,Left25_20200413_1.MP4,37555,22.4366,0,28.761,35.902,4707.831,22.044,66.409,20.593,-1193.566,-1302.893,-4363.661,20210624,TH,Lamnidae,Carcharodon,carcharias,37010003,Bait,AD,Feeding,Old Tag,Y,,H,V,N
April,4,30,43,Boat01,Left29b_20200413_1.MP4,6287,13.7245,11601.652,10000.258,336.601,2765.27,20.161,74.902,10.97,-279.601,-911.123,-2595.842,20210625,EBWM,Lamnidae,Carcharodon,carcharias,37010003,Bait,AD,Passing,Marlin,Y,11m ???,M,S,N
April,4,30,43,Boat01,Left29b_20200413_1.MP4,6808,13.8694,0,283.506,134.984,14219.765,18.012,72.315,2.168,-4270.814,-1045.325,-13522.912,20210625,EBWM,Lamnidae,Carcharodon,carcharias,37010003,Bait,AD,Feeding,Marlin,Y,,H,S,N
April,4,33,44,Boat01,Left29b_20200413_4.MP4,19718,41.4208,0,40.009,213.859,5228.591,13.415,87.057,13.042,-267.793,-1183.108,-5085.932,BH,20210629,Lamnidae,Carcharodon,carcharias,37010003,Bait,AD,Feeding,Maeve,Y,,H,D,N
April,4,33,44,Boat01,Left29b_20200413_4.MP4,20860,41.7384,2171.235,34.283,261.896,5874.708,16.759,40.462,8.364,-956.602,-1398.049,-5625.172,BH,20210629,Lamnidae,Carcharodon,carcharias,37010003,Bait,AD,Passing,Maeve,Y,,M,D,N
April,4,33,44,Boat01,Left29b_20200413_4.MP4,21808,42.002,2731.188,47.289,147.97,5761.576,8.974,55.642,0.569,-83.024,-894.876,-5691.051,BH,20210629,Lamnidae,Carcharodon,carcharias,37010003,Bait,AD,Passing,Maeve,Y,,M,D,N
April,4,33,44,Boat01,Left29b_20200413_4.MP4,22705,42.2514,2438.368,21.593,170.619,3710.549,15.098,63.252,16.132,649.491,-715.743,-3582.463,BH,20210629,Lamnidae,Carcharodon,carcharias,37010003,Bait,AD,Passing,Maeve,Y,Measured from dorsal,M,D,N
April,4,33,44,Boat01,Left29b_20200413_4.MP4,23989,42.6084,9744.665,221.341,87.317,9808.427,8.563,73.876,4.022,-1444.889,-212.725,-9699.087,BH,20210629,Lamnidae,Carcharodon,carcharias,37010003,Bait,AD,Passing,Maeve,Y,,M,D,N
April,4,33,44,Boat01,Left29b_20200413_4.MP4,28027,43.7312,1503.257,14.791,112.033,3925.764,7.081,73.13,54.019,44.583,-481.853,-3895.825,BH,20210629,Lamnidae,Carcharodon,carcharias,37010003,Bait,AD,Passing,Maeve,Y,,H,D,N
April,4,33,44,Boat01,Left29b_20200413_4.MP4,28800,43.9461,1046.648,16.858,135.336,4009.628,12.047,86.982,48.828,697.293,-462.782,-3921.318,BH,20210629,Lamnidae,Carcharodon,carcharias,37010003,Bait,AD,Passing,Maeve,Y,,M,D,N
April,4,33,44,Boat01,Left29b_20200413_4.MP4,30753,44.4892,0,4.544,13.149,3229.439,20.528,13.548,47.479,1126.039,-120.098,-3024.383,BH,20210629,Lamnidae,Carcharodon,carcharias,37010003,Bait,AD,Feeding,Maeve,Y,,H,S,N
April,4,35,45,Control,Left35_20200413.MP4,20321,5.6504,0,133.419,281.348,10107.55,18.289,72.467,9.815,-2642.53,1754.465,-9596.95,20210629,THBH,Lamnidae,Carcharodon,carcharias,37010003,Bait,AD,Feeding,Maeve,Y,,H,S,N
April,4,38,46,Boat01,Left38_20200413.MP4,20514,5.704,0,14.12,49.467,3148.516,16.456,74.267,2.718,859.717,237.522,-3019.54,20210701,BH,Lamnidae,Carcharodon,carcharias,37010003,Bait,AD,Feeding,Old Tag,N,,H,S,N
April,4,38,46,Boat01,Left38_20200413.MP4,22043,6.1292,2411.22,43.366,229.832,5399.869,8.485,82.23,29.616,514.458,608.392,-5340.766,20210701,BH,Lamnidae,Carcharodon,carcharias,37010003,Bait,AD,Passing,Old Tag,N,,M,S,N
April,4,38,46,Boat01,Left38_20200413_1.MP4,164,12.022,7223.637,126.774,253.697,7231.265,9.111,89.197,9.759,323.085,-1098.563,-7140.026,20210701,BH,Lamnidae,Carcharodon,carcharias,37010003,Bait,AD,Passing,Old Tag,N,Cant Compute Bait,M,D,N
April,4,38,46,Boat01,Left38_20200413_1.MP4,3204,12.8673,1137.303,21.534,180.558,4765.769,11.364,61.145,47.811,611.604,-712.527,-4672.344,20210701,BH,Lamnidae,Carcharodon,carcharias,37010003,Bait,AD,Passing,Old Tag,N,,M,D,N
April,4,38,46,Boat01,Left38_20200413_1.MP4,9377,14.5837,5995.529,175.685,255.695,10173.72,8.404,78.669,20.855,-1458.402,289.707,-10064.478,20210701,BH,Lamnidae,Carcharodon,carcharias,37010003,Bait,AD,Passing,Maeve,N,Taken from Dorsal,M,S,N
April,4,40,47,Control,Left_40_20200414 and Left_41_20200414.MP4,26607,7.3982,0,10.842,180.025,5722.855,12.485,75.455,88.07,-328.492,-1192.761,-5587.53,20210701,THLHBH,Lamnidae,Carcharodon,carcharias,37010003,Bait,AD,Feeding,Old Tag,Y,,H,D,N
April,4,41,48,Control,Left_41_20200414_1.MP4,2357,12.6318,1895.705,24.64,179.709,4860.734,4.388,60.247,43.928,102.964,357.355,-4846.486,20210701,THLHBH,Lamnidae,Carcharodon,carcharias,37010003,Bait,AD,Passing,Old Tag,N,,M,S,N
April,4,41,48,Control,Left_41_20200414_1.MP4,5332,13.459,1811.001,28.47,151.775,4855.267,6.933,59.818,32.57,480.52,335.587,-4819.761,20210701,THLHBH,Lamnidae,Carcharodon,carcharias,37010003,Bait,AD,Passing,Old Tag,N,,M,S,N
April,4,41,48,Control,Left_41_20200414_1.MP4,18557,17.1363,6029.805,191.194,251.437,10513.621,7.152,79.863,18.737,-1255.137,371.605,-10431.815,20210701,THLHBH,Lamnidae,Carcharodon,carcharias,37010003,Bait,AD,Passing,Old Tag,N,,M,S,N
April,4,41,48,Control,Left_41_20200414_1.MP4,23769,18.5855,1519.579,22.477,181.519,6071.824,7.807,26.319,34.013,412.015,-714.502,-6015.544,20210701,THLHBH,Lamnidae,Carcharodon,carcharias,37010003,Bait,AD,Passing,Old Tag,N,,M,S,N
April,4,41,48,Control,Left_41_20200414_1.MP4,30499,20.4568,7820.023,326.85,297.597,13676.546,8.013,85.562,18.832,-1900.193,155.005,-13543.011,20210701,THLHBH,Lamnidae,Carcharodon,carcharias,37010003,Bait,AD,Passing,Old Tag,N,,M,S,N
April,4,41,48,Control,Left_41_20200414_1.MP4,33650,21.333,7225.728,256.884,185.458,11572.998,4.886,89.482,11.035,-984.854,-43.26,-11530.936,20210701,THLHBH,Lamnidae,Carcharodon,carcharias,37010003,Bait,AD,Passing,Unknown,N,,M,D,N
April,4,41,48,Control,Left_41_20200414_1.MP4,36463,22.1151,7026.129,10000.098,111.1,2640.702,6.795,88.126,7.99,112.443,-291.51,-2622.153,20210701,THLHBH,Lamnidae,Carcharodon,carcharias,37010003,Bait,AD,Passing,Unknown,N,,M,D,N
April,4,43,49,Control,Left_43_20200414_1 and Left_44_20200414.MP4,11382,15.1412,0,88.16,16.088,7622.328,9.628,81.712,7.426,903.443,-899.356,-7514.974,20210701,THLHBH,Lamnidae,Carcharodon,carcharias,37010003,Bait,AD,Feeding,New Tagged,Y,Took bait,H,D,N
April,4,44,50,Boat01,Left_43_20200414_1 and Left_44_20200414.MP4,38181,22.5928,1938.967,42.403,19.886,6296.335,13.105,40.842,8.821,-1278.297,-635.71,-6132.345,20210701,THLHBH,Lamnidae,Carcharodon,carcharias,37010003,Bait,AD,Passing,New Tagged,N,,M,D,N
April,4,44,50,Boat01,Left_43_20200414_1 and Left_44_20200414.MP4,43003,23.9336,1906.388,45.144,1.732,6162.01,13.755,63.181,33.668,-181.289,-1453.862,-5985.298,20210701,THLHBH,Lamnidae,Carcharodon,carcharias,37010003,Bait,AD,Passing,New Tagged,N,,M,D,N
April,4,44,50,Boat01,Left_44_20200414_1.MP4,5560,25.4988,3681.172,82.18,7.523,7133.694,14.16,78.296,20.601,214.015,-1731.968,-6916.941,20210701,THLHBH,Lamnidae,Carcharodon,carcharias,37010003,Bait,AD,Passing,New Tagged,N,,M,D,N
April,4,45,51,Control,Left_45_20200414.MP4,30986,8.6158,1845.115,34.134,7.496,5806.851,10.314,72.022,49.364,-689.676,-778.038,-5713.014,20210701,LHBHTH,Lamnidae,Carcharodon,carcharias,37010003,Bait,AD,Passing,Scar Face,Y,,M,S,N
April,4,45,51,Control,Left_45_20200414.MP4,40580,11.2835,3197.027,45.256,42.461,5511.865,13.037,56.02,2.384,-180.963,-1230.116,-5369.797,20210701,LHBHTH,Lamnidae,Carcharodon,carcharias,37010003,Bait,AD,Passing,Scar Face,Y,,M,D,N
April,4,45,51,Control,Left_45_20200414_1 and Left_46_20200414.MP4,3226,12.8823,0,15.095,74.674,5670.391,12.55,86.696,77.908,1200.787,-276.187,-5534.905,20210701,LHBHTH,Lamnidae,Carcharodon,carcharias,37010003,Bait,AD,Feeding,Scar Face,Y,,H,V,N
April,4,46,52,Boat01,Left_46_20200414_1 and Left_47_20200414.MP4,1621,12.4271,3572.883,77.67,26.937,6683.258,10.094,73.41,5.261,-892.388,-758.78,-6579.805,20210702,BH,Lamnidae,Carcharodon,carcharias,37010003,Bait,AD,Passing,Flat Top,N,,M,D,N
April,4,46,52,Boat01,Left_46_20200414_1 and Left_47_20200414.MP4,20165,17.5834,3365.884,113.581,5.001,8216.383,4.555,78.171,9.034,373.444,-535.069,-8190.433,20210702,BH,Lamnidae,Carcharodon,carcharias,37010003,Bait,AD,Passing,Unknown,N,,M,D,N
April,4,46,52,Boat01,Left_46_20200414_1 and Left_47_20200414.MP4,23589,18.5355,1850.543,89.624,5.826,7874.233,11.095,70.815,16.372,1336.326,-714.34,-7727.062,20210702,BH,Lamnidae,Carcharodon,carcharias,37010003,Bait,AD,Passing,Clippy,N,,H,D,N
April,4,48,53,Control,Left_48_20200414 and Left_49_20200414.MP4,16628,4.6235,2978.428,55.171,25.925,5540.594,14.681,85.279,6.733,-1104.547,-867.083,-5359.694,20210702,EBBH,Lamnidae,Carcharodon,carcharias,37010003,Bait,AD,Passing,New Tagged,Y,,M,D,N
April,4,48,53,Control,Left_48_20200414 and Left_49_20200414.MP4,23037,6.4056,1895.679,14.05,5.96,5629.467,12.296,12.065,11.798,-628.376,-1021.039,-5500.32,20210702,EBBH,Lamnidae,Carcharodon,carcharias,37010003,Bait,AD,Passing,New Tagged,Y,,H,V,N
April,4,48,53,Control,Left_48_20200414 and Left_49_20200414.MP4,30012,8.345,0,36.834,10.611,5026.205,8.848,74.95,36.284,-544.336,-549.037,-4966.386,20210702,EBBH,Lamnidae,Carcharodon,carcharias,37010003,Bait,AD,Feeding,New Tagged,Y,,H,D,N
April,4,50,54,Control,Left_50_20200414 and Left_51_20200414.MP4,11428,3.1776,2777.138,8.539,20.983,3568.725,1.22,8.675,15.954,71.676,25.142,-3567.916,20210702, BH,Lamnidae,Carcharodon,carcharias,37010003,Bait,AD,Passing,Clippy,Y,,H,S,N
April,4,50,54,Control,Left_50_20200414 and Left_51_20200414.MP4,12101,3.3648,0,11.345,19.773,2787.908,11.266,75.758,14.382,-536.259,95.144,-2734.192,20210702, BH,Lamnidae,Carcharodon,carcharias,37010003,Bait,AD,Feeding,Clippy,Y,,H,S,N
April,4,50,54,Control,Left_50_20200414 and Left_51_20200414.MP4,12792,3.5569,858.767,15.8,7.89,6045.324,9.21,15.266,7.612,-270.412,-929.068,-5967.382,20210702, BH,Lamnidae,Carcharodon,carcharias,37010003,Bait,AD,Passing,Clippy,Y,Taken from Pectoral,H,D,N
April,4,50,54,Control,Left_50_20200414 and Left_51_20200414.MP4,15066,4.1892,1564.575,12.434,5.488,5685.988,5.586,73.517,78.435,-547.325,82.02,-5658.99,20210702, BH,Lamnidae,Carcharodon,carcharias,37010003,Bait,AD,Passing,Clippy,Y,,H,V,N
April,4,50,54,Control,Left_50_20200414 and Left_51_20200414.MP4,19977,5.5547,1641.986,20.582,2.444,3752.295,7.23,79.205,30.221,-166.011,-442.123,-3722.457,20210702, BH,Lamnidae,Carcharodon,carcharias,37010003,Bait,AD,Passing,Clippy,Y,,H,D,N
April,4,50,54,Control,Left_50_20200414 and Left_51_20200414.MP4,29720,8.2638,0,14.295,4.611,5205.84,10.028,33.203,61.423,-214.843,880.62,-5126.316,20210702, BH,Lamnidae,Carcharodon,carcharias,37010003,Bait,AD,Feeding,Clippy,Y,,H,D,N
April,4,52,55,Control,Left_52_20200414.MP4,27554,7.6615,3665.035,41.961,14.452,5703.601,9.664,43.377,8.087,701.361,-651.757,-5622.666,20210702,BH,Lamnidae,Carcharodon,carcharias,37010003,Bait,AD,Passing,Clippy,Y,,M,D,N
April,4,52,55,Control,Left_52_20200414.MP4,32197,8.9526,0,29.861,2.442,4440.851,10.512,87.15,10.245,172.907,-791.497,-4366.325,20210702,BH,Lamnidae,Carcharodon,carcharias,37010003,Bait,AD,Feeding,Clippy,Y,,H,D,N
April,4,53,56,Boat01,Left_52_20200414.MP4,43171,12.0039,4254.847,103.031,39.215,8832.106,10.172,49.037,7.011,1268.228,-908.137,-8693.272,20210702,BH,Lamnidae,Carcharodon,carcharias,37010003,Bait,AD,Passing,Marlin,N,Taken from Dorsal,M,D,N
April,4,53,56,Boat01,Left_52_20200414_1.MP4,395,12.1307,2162.853,17.365,95.675,5977.13,11.476,7.947,0.452,1033.862,-587.726,-5857.627,20210702,BH,Lamnidae,Carcharodon,carcharias,37010003,Bait,AD,Passing,Clippy,N,Taken from Tail,M,D,N
April,4,53,56,Boat01,Left_52_20200414_1.MP4,5380,13.5168,2887.694,81.514,7.022,6871.349,7.159,87.242,8.624,685.653,-512.948,-6817.785,20210702,BH,Lamnidae,Carcharodon,carcharias,37010003,Bait,AD,Passing,Clippy,N,,M,D,N
April,4,53,56,Boat01,Left_52_20200414_1.MP4,6933,13.9487,1952.084,60.929,21.393,6851.468,6.654,57.471,18.938,453.118,-651.893,-6805.316,20210702,BH,Lamnidae,Carcharodon,carcharias,37010003,Bait,AD,Passing,Marlin,N,,M,D,N
April,4,53,56,Boat01,Left_52_20200414_1.MP4,13178,15.6851,2392.046,24.101,14.835,6179.382,4.87,22.882,22.972,-359.569,-381.918,-6157.078,20210702,BH,Lamnidae,Carcharodon,carcharias,37010003,Bait,AD,Passing,Marlin,N,,M,D,N
April,4,53,56,Boat01,Left_52_20200414_1.MP4,13581,15.7972,733.165,9.128,11.961,5651.327,7.748,14.172,56.247,441.323,-621.102,-5599.729,20210702,BH,Lamnidae,Carcharodon,carcharias,37010003,Bait,AD,Passing,Marlin,N,Reaction - Head spasm,H,D,Y
April,4,54,57,Control,Left_52_20200414_1.MP4,19730,17.5069,1573.379,17.821,9.321,4585.343,11.745,33.933,26.056,900.443,-245.634,-4489.347,20210702,BH,Lamnidae,Carcharodon,carcharias,37010003,Bait,AD,Passing,Marlin,Y,Reaction - quick head spasm,H,D,Y
April,4,54,57,Control,Left_52_20200414_1.MP4,20793,17.8025,895.849,35.18,9.596,5949.834,10.11,74.951,49.028,958.901,-413.908,-5857.45,20210702,BH,Lamnidae,Carcharodon,carcharias,37010003,Bait,AD,Passing,Marlin,Y,,H,D,N
April,4,54,57,Control,Left_52_20200414_1.MP4,20793,17.8025,0,45.625,4.355,5164.291,10.432,85.795,0.56,933.04,-61.722,-5078.93,20210702,BH,Lamnidae,Carcharodon,carcharias,37010003,Bait,AD,Feeding,Marlin,Y,,H,D,N
April,4,55,58,Control,Left55.MP4,24931,6.9322,3110.206,67.681,46.826,7876.572,13.642,40.856,13.385,1525.525,-1060.034,-7654.377,20210705,BH,Lamnidae,Carcharodon,carcharias,37010003,Bait,AD,Passing,Staple,Y,,M,D,N
April,4,55,58,Control,Left55.MP4,26708,7.4263,1889.714,56.258,13.978,6483.348,9.321,68.435,26.916,-809.325,-669.138,-6397.738,20210705,BH,Lamnidae,Carcharodon,carcharias,37010003,Bait,AD,Passing,Scar Face,Y,,M,D,N
April,4,55,58,Control,Left55.MP4,28942,8.0475,0,30.708,27.053,4702.817,14.3,74.6,15.069,-442.503,1073.967,-4557.112,20210705,BH,Lamnidae,Carcharodon,carcharias,37010003,Bait,AD,Feeding,Staple,Y,,H,S,N
April,4,55,58,Control,Left55.MP4,30782,8.5591,3373.011,76.894,60.508,7432.305,19.562,50.98,5.451,2072.465,-1377.661,-7003.292,20210705,BH,Lamnidae,Carcharodon,carcharias,37010003,Bait,AD,Passing,Scar Face,Y,Taken from Pectoral,M,D,N
April,4,55,58,Control,Left55.MP4,31246,8.6881,0,41.973,8.214,5424.011,14.968,87.799,14.74,187.471,1388.312,-5239.975,20210705,BH,Lamnidae,Carcharodon,carcharias,37010003,Bait,AD,Feeding,Staple,Y,,H,V,N
April,4,56,59,Boat01,Left56.MP4,2759,12.7436,3857.673,54.783,8.942,6071.563,12.49,49.775,3.989,1310.997,-74.702,-5927.865,20210705,BH,Lamnidae,Carcharodon,carcharias,37010003,Bait,AD,Passing,Staple,N,,M,D,N
April,4,56,59,Boat01,Left56.MP4,3857,13.0489,2445.359,74.666,32.254,7147.673,9.733,71.023,21.219,1201.609,-127.291,-7044.797,20210705,BH,Lamnidae,Carcharodon,carcharias,37010003,Bait,AD,Passing,Staple,N,,M,D,N
April,4,56,59,Boat01,Left56.MP4,4183,13.1395,1242.465,15.916,7.121,6330.929,9.86,20.082,52.758,974.645,474.662,-6237.421,20210705,BH,Lamnidae,Carcharodon,carcharias,37010003,Bait,AD,Passing,Staple,N,Reaction - Multiple quick head jerk,M,D,Y
April,4,56,59,Boat01,Left56.MP4,6057,13.6606,2143.696,68.395,7.307,6771.236,2.83,84.265,25.443,170.349,287.723,-6762.975,20210705,BH,Lamnidae,Carcharodon,carcharias,37010003,Bait,AD,Passing,Staple,N,,H,D,N
April,4,56,59,Boat01,Left56.MP4,6529,13.7918,2397.082,63.566,4.376,6203.69,3.821,88.432,16.212,-198.144,-362.861,-6189.898,20210705,BH,Lamnidae,Carcharodon,carcharias,37010003,Bait,AD,Passing,Staple,N,,H,D,N
April,4,56,59,Boat01,Left56.MP4,8643,14.3796,4654.251,89.71,10.934,7338.072,10.303,68.534,19.916,1299.37,184.488,-7219.757,20210705,BH,Lamnidae,Carcharodon,carcharias,37010003,Bait,AD,Passing,Staple,N,,M,S,N
April,4,56,59,Boat01,Left56.MP4,10007,14.7589,3022.581,65.421,17.357,6294.178,2.595,73.043,15.047,-92.928,-269.45,-6287.721,20210705,BH,Lamnidae,Carcharodon,carcharias,37010003,Bait,AD,Passing,Staple,N,,M,S,N
April,4,56,59,Boat01,Left56.MP4,10492,14.8938,2808.185,65.663,5.958,6707.506,2.804,66.488,22.079,252.724,209.256,-6699.476,20210705,BH,Lamnidae,Carcharodon,carcharias,37010003,Bait,AD,Passing,Staple,N,,M,S,N
April,4,56,59,Boat01,Left56.MP4,13240,15.6579,3483.971,68.75,11.294,7022.272,16.302,55.857,17.634,-1967.14,125.985,-6739.94,20210705,BH,Lamnidae,Carcharodon,carcharias,37010003,Bait,AD,Passing,Unknown,N,,M,D,N
April,4,56,59,Boat01,Left56.MP4,14585,16.0318,2240.678,54.24,14.312,6137.729,4.132,70.539,24.931,430.024,103.385,-6121.773,20210705,BH,Lamnidae,Carcharodon,carcharias,37010003,Bait,AD,Passing,Staple,N,,M,D,N
April,4,56,59,Boat01,Left56.MP4,16920,16.6811,1024.972,25.058,3.854,5719.012,4.697,57.14,55.341,-426.013,194.434,-5699.808,20210705,BH,Lamnidae,Carcharodon,carcharias,37010003,Bait,AD,Passing,Staple,N,Reaction - Body/head spasm,M,D,Y
April,4,56,59,Boat01,Left56.MP4,20051,17.5517,1913.128,25.375,5.421,6366.795,13.838,39.761,55.598,1489.179,318.402,-6181.994,20210705,BH,Lamnidae,Carcharodon,carcharias,37010003,Bait,AD,Passing,Staple,N,Reaction - Body/head spasm,H,D,Y
April,4,56,59,Boat01,Left56.MP4,20051,17.5517,1899.364,39.299,227.33,6197.349,13.982,45.778,29.903,1348.386,651.137,-6013.735,20210705,BH,Lamnidae,Carcharodon,carcharias,37010003,Bait,AD,Passing,Staple,N,Reaction - Body/head spasm,H,D,Y
April,4,56,59,Boat01,Left56.MP4,22992,18.3695,2296.734,56.181,55.584,6385.513,4.874,70.075,28.847,537.976,-70.57,-6362.42,20210705,BH,Lamnidae,Carcharodon,carcharias,37010003,Bait,AD,Passing,Staple,N,,M,D,N
April,4,56,59,Boat01,Left56.MP4,25449,19.0526,1518.921,29.587,12.584,4318.955,16.656,83.619,15.553,-1135.438,-493.143,-4137.749,20210705,BH,Lamnidae,Carcharodon,carcharias,37010003,Bait,AD,Passing,Staple,N,,M,D,N
April,4,56,59,Boat01,Left56.MP4,25864,19.168,0,13.361,10.757,5209.543,13.54,40.668,67.358,-757.421,-956.029,-5064.747,20210705,BH,Lamnidae,Carcharodon,carcharias,37010003,Bait,AD,Feeding,Clippy,N,Reaction - Body Spasm,H,D,N
April,4,56,59,Boat01,Left56.MP4,29669,20.226,4137.267,58.533,34.007,7076.189,16.143,29.936,21.91,1952.801,239.924,-6797.165,20210705,BH,Lamnidae,Carcharodon,carcharias,37010003,Bait,AD,Passing,Staple,N,,M,D,N
April,4,56,59,Boat01,Left56.MP4,31104,20.625,2618.941,74.697,8.168,7013.44,15.162,71.005,9.987,-625.883,-1724.281,-6769.303,20210705,BH,Lamnidae,Carcharodon,carcharias,37010003,Bait,AD,Passing,Staple,N,,M,D,N
